"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"Appliance Standards Not Preempted","","","","","Adopted California’s appliance efficiency standards. Starting in 2021, energy and water efficiency standards for five products; adopted appliance standards for five products in 2019 and included protections against the repeal of federal standards.","HI","Industry","Hawaii","hover_industry"
"Appliance Standards Not Preempted","","","","","New York was one of the first states to set appliance standards, following California’s lead in the 1980s. However, most standards have been preempted by federal standards.","NY","Industry","New York","hover_industry"
"Appliance Standards Not Preempted","","","","","","VT","Industry","Vermont","hover_industry"
"Appliance Standards Not Preempted","","","","","The state’s most recent standards were set in 2008, one of which has been preempted by federal standards.","NH","Industry","New Hampshire","hover_industry"
"Appliance Standards Not Preempted","","","","","The most recent standards were adopted in 2006 and all but two have been preempted by federal standards.","RI","Industry","Rhode Island","hover_industry"
"Appliance Standards Not Preempted","","","","","The state has set a variety of standards since 2001, most of which have been preempted by federal standards.","CT","Industry","Connecticut","hover_industry"
"Appliance Standards Not Preempted","","","","","The most recent standards were adopted in 2007. Of the 17 products for which Maryland has introduced standards, two have not yet been preempted by federal standards.","MD","Industry","Maryland","hover_industry"
"100% Clean Energy Target (100 Percent Clean Energy Act of 2018, SB 100)","Bill Text - SB-100 California Renewables Portfolio Standard Program: emissions of greenhouse gases.","https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB100","2018","Legislation","Target Year: 2045. Mandatory codified goal to achieve clean energy. 100% zero-carbon resources for retail electricity sales by 2045. SB 100: 60% clean energy by 2030.","CA","Energy Supply","California","hover_energy"
"100% Clean Energy Target","Sunset Public Utilities Commission | Colorado General Assembly","https://leg.colorado.gov/bills/sb19-236","2019","Legislation","Target Year: 2050. Mandatory codified goal to achieve clean energy.","CO","Energy Supply","Colorado","hover_energy"
"100% Clean Energy Target","Executive-Order-No-3.pdf (ct.gov)","https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-3.pdf","2019","Executive Order","Target Year: 2040","CT","Energy Supply","Connecticut","hover_energy"
"100% Renewable Energy Target","HB2182 CD1 (hawaii.gov)","https://www.capitol.hawaii.gov/session2018/bills/HB2182_CD1_.htm","2018","Legislation","Target Year: 2045. Mandatory codified goal to achieve renewable energy.","HI","Energy Supply","Hawaii","hover_energy"
"100% Clean Energy Target","Legislation - HB1158 (maryland.gov)","https://mgaleg.maryland.gov/mgawebsite/legislation/details/hb1158?ys=2019rs","2019","Announced Plan","Announced plan of 100% clean energy by 2040.","MD","Energy Supply","Maryland","hover_energy"
"100% Renewable Energy Target","LD 1494, SP 457, Text and Status, 129th Legislature, First Regular Session (mainelegislature.org)","http://www.mainelegislature.org/legis/bills/display_ps.asp?ld=1494&PID=1456&snum=129","2019","Legislation","Target Year: 2050. Mandatory codified goal to achieve renewable energy.","ME","Energy Supply","Maine","hover_energy"
"100% Clean Energy Target","EO-28.pdf (nj.gov)","https://nj.gov/infobank/eo/056murphy/pdf/EO-28.pdf","2018","Executive Order","Target Year: 2050","NJ","Energy Supply","New Jersey","hover_energy"
"100% Clean Energy Target","Legislation - New Mexico Legislature (nmlegis.gov)","https://www.nmlegis.gov/Legislation/Legislation?Chamber=S&LegType=B&LegNo=489&year=19","2019","Legislation","Target Year: 2045. Mandatory codified goal to achieve clean energy.","NM","Energy Supply","New Mexico","hover_energy"
"100% Clean Energy Target","SB358 Text (state.nv.us)","https://www.leg.state.nv.us/App/NELIS/REL/80th2019/Bill/6651/Text","2019","Executive Order","Target Year: 2050","NV","Energy Supply","Nevada","hover_energy"
"100% Clean Energy Target","S6599 (nysenate.gov)","https://legislation.nysenate.gov/pdf/bills/2019/S6599","2019","Legislation","Target Year: 2040. Mandatory codified goal to achieve clean energy.","NY","Energy Supply","New York","hover_energy"
"100% Renewable Energy Target","Executive-Order-20-01.pdf (ri.gov)","https://governor.ri.gov/documents/orders/Executive-Order-20-01.pdf","2020","Executive Order","Target Year: 2030","RI","Energy Supply","Rhode Island","hover_energy"
"100% Clean Energy Target","LIS > Bill Tracking > HB1526 > 2020 session (virginia.gov)","https://lis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB1526","2020","Legislation","Target Year: 2045. Mandatory codified goal to achieve clean energy.","VA","Energy Supply","Virginia","hover_energy"
"100% Clean Energy Target","5116-S2.SL.pdf (wa.gov)","http://lawfilesext.leg.wa.gov/biennium/2019-20/Pdf/Bills/Session%20Laws/Senate/5116-S2.SL.pdf","2019","Legislation","Target Year: 2045. Mandatory codified goal to achieve clean energy.","WA","Energy Supply","Washington","hover_energy"
"100% Clean Energy Target","EO 038 Clean Energy.pdf (govdelivery.com)","https://content.govdelivery.com/attachments/WIGOV/2019/08/16/file_attachments/1268023/EO%20038%20Clean%20Energy.pdf","2019","Executive Order","Target Year: 2050.","WI","Energy Supply","Wisconsin","hover_energy"
"Appliance Standard for Water Dispensers","","","2004, 2006","","The standby energy consumption of bottle-type water dispensers, and point of use water dispensers, dispensing both hot and cold water, manufactured on or after January 1, 2006, shall not exceed 1.2 kWh/day.","CA","Industry","California","hover_industry"
"Appliance Standard for Pool Pumps","","","2004, 2006,2008","","(A) Motor Efficiency. Pool pump motors manufactured on or after January 1, 2006 may not be split-phase or capacitor start - induction run type. (B) Two-Speed Capability. (i) Pump Motors. Pool pump motors with a capacity of 1 HP or more which are manufactured on or after January 1, 2008, shall have the capability of operating at two or more speeds with a low speed having a rotation rate that is no more than one-half of the motor's maximum rotation rate. (ii) Pump Controls. Pool pump motor controls manufactured on or after January 1, 2008 shall have the capability of operating the pool pump at at least two speeds. The default circulation speed shall be the lowest speed, with a high speed override capability being for a temporary period not to exceed one normal cycle.","CA","Industry","California","hover_industry"
"Appliance Standard for Hot Food Holding Cabinets","","","2004, 2007","","The idle energy rate of commercial hot food holding cabinets manufactured on or after January 1, 2006 shall be no greater than 40 watts per cubic foot of measured interior volume.","CA","Industry","California","hover_industry"
"Appliance Standard for DVD Players and Recorders","","","2004, 2006","","Maximum Power Usage (Watts) is 3 W in Video standby-passive mode.","CA","Industry","California","hover_industry"
"Appliance Standard for Compact Audio Equipment","","","2004, 2007","","Maximum Power Usage (Watts) is 2 W in Audio standby-passive mode for those without permanently illuminated clock display; 4 W in Audio standby-passive mode for those with a permanently illuminated clock display.","CA","Industry","California","hover_industry"
"Appliance Standard for General Service Lamps","","","2008","","The Energy Independence and Security Act (EISA) of 2007 set standards for A-type light bulbs requiring them to use about 25-30% less energy than the traditional incandescent light bulbs.","CA","Industry","California","hover_industry"
"Appliance Standard for Televisions","","","2009","","Tier 1 became effective on January 1, 2011 and Tier 2 became effective on January 1, 2013. Tier 1 requires a maximum of 1 W standby power, and active mode power less than or equal to 0.2 x (screen area) + 32 for televisions with a screen size smaller than 1,400 inches (58 inch diagonal). Tier 2 requires active mode power less than or equal to 0.12 x Screen Area + 25. In addition, the CEC standards require that TVs provide a minimum level of brightness in the “home” or default mode in which energy use is measured to prevent gaming of the standard. The standards also require a minimum power factor of 0.9.","CA","Industry","California","hover_industry"
"Appliance Standard for Metal Halide Lamp Fixtures","","","2009","","The California Energy Commission adopted a two-tiered standard for metal halide lamp fixtures: the Tier 1 standards became effective January 1, 2010, and the Tier 2 standard became effective January 1, 2015. The California standards are exempt from federal preemption.","CA","Industry","California","hover_industry"
"Appliance Standard External Power Suppliers","","","2012","","Effective dates: February 1, 2013 for small consumer charger systems; January 1, 2014 for large battery charger systems and certain USB-based small battery charger systems; and January 1, 2017 for non-consumer charger systems.","CA","Industry","California","hover_industry"
"Appliance Standard for Battery Chargers","","","2012","","Standards took effect in 2013 for residential chargers and in 2014 for commercial chargers. (1) Energy Efficiency Standards for Large Battery Charger Systems. Large battery charger systems manufactured on or after January 1, 2014, shall meet the applicable performance values in Table W-1. (2) Energy Efficiency Standards for Small Battery Charger Systems. Except as provided in 1605.3(w)(3), 1605.3(w)(4), and 1605.3(w)(2)(D), the following small battery charger systems shall meet the applicable performance values in Table W-2. (3) Inductive Charger Systems Inductive charger systems manufactured on or after February 1, 2013, shall meet either the applicable performance standards in Table W-2 or shall use less than 1 watt in maintenance mode, less than 1 watt in no battery mode, and an average of 1 watt or less over the duration of the charge and maintenance mode test. (4) Battery Backup and Uninterruptible Power Supplies Battery backup and uninterruptible power supplies manufactured on or after February 1, 2013, for consumer products and January 1, 2017, for products that are not consumer products shall consume no more than 0.8+0.0021 x Eb watts in maintenance mode where Eb is the battery capacity in watt-hours.","CA","Industry","California","hover_industry"
"Appliance Standard for Faucets","","","2015","","In 2015, the California Energy Commission adopted new kitchen and lavatory faucet standards, setting the maximum flow rate for kitchen faucets and aerators at 1.8 gallons per minute (gpm) with optional temporary flow of 2.2 gpm at 60 pounds per square inch (psi). California also set the maximum flow rate for private lavatory faucets at 1.2 gpm and the maximum flow rate for public lavatory faucets at 0.5 gpm.","CA","Industry","California","hover_industry"
"Appliance Standard for Urinals","","","2015","","0.125 gpf for wall-mounted urinals; a formula for trough-type urinals (trough length in inches/16); and 0.5 gpf for all other urinals.","CA","Industry","California","hover_industry"
"Appliance Standard for Toilets","","","2015","","California, Colorado, the District of Columbia, Georgia, Massachusetts, New York, Texas, Washington, and New York City have adopted toilet efficiency standards that require products to use no more than 1.28 gpf.","CA","Industry","California","hover_industry"
"Appliance Standard for Showerheads","","","2015","","2-tier showerhead standard. Tier 1, effective July 1, 2016, set a maximum flow rate of 2.0 gpm. Tier 2, effective July 1, 2018, set a maximum flow rate of 1.8 gpm.","CA","Industry","California","hover_industry"
"Appliance Standard for Deep-Dimming Fluorescent Ballasts","","","2015","","(1) Shall not consume more than 1 watt in standby mode; (2) Shall have a power factor of 0.9 or greater; and (3) Shall have a weighted ballast luminous efficacy greater than or equal to the threshold described.","CA","Industry","California","hover_industry"
"Appliance Standard for Small-Diameter Directional Lamps","","","2016","","The standards covers all types of lighting technologies and require either a minimum efficacy of 80 lumens per watt (lpw) or a minimum efficacy of 70 lpw and an efficiency score of at least 165, where the efficiency score is the sum of the luminous efficacy (in lpw) and color rendering index (CRI). The standards also require a minimum rated life of 25,000 hours as determined by test procedures also included in the ruling. Light Emitting Diodes (LEDs) is the only technology that currently meets these requirements so the standards would essentially hasten a move to LED technology for small-diameter directional lamps. However, small diameter LED lamps with an E26 base must meet California state standards for LED general service lamps, which are even more stringent. The standards apply to lamps manufactured on or after January 1, 2018.","CA","Industry","California","hover_industry"
"Appliance Standard for Computers and Computer Systems","","","2016","","The standards apply to high expandability desktops, mobile workstations, small scale servers, and workstation computers manufactured on or after January 1, 2018 and all other covered computer types manufactured on and after January 1, 2019, with higher efficiency requirements for desktops, integrated desktops, thin clients, and gaming notebooks for products manufactured on or after July 1, 2021.","CA","Industry","California","hover_industry"
"Appliance Standard for Portable Electric Spas","","","2004, 2019","","The standard set a maximum limit on standby power consumption based on the volume of water a spa holds. Standby power refers to the energy consumed to maintain the temperature set point and to circulate and filter the water when the spa is not being used. In 2014, the American National Standard Institute (ANSI) approved an industry standard for portable electric spa efficiency (ANSI/APSP/ICC 14-2014), which was developed by the Association of Pool and Spa Professionals (APSP) and other stakeholders. The 2014 ANSI standard sets a more stringent limit on allowable standby power consumption. In 2019, ANSI updated their standards again. California updated their standards in 2019 generally aligning with the 2019 ANSI standards.","CA","Industry","California","hover_industry"
